huv_code,procedure_key,procedure_name,diagnosis_policy,required_icd10_patterns,excluded_icd10_patterns,decision_if_missing,review_required,confidence,reason,source_evidence,quality_flags
02.44881,HUV::02.44881,Septal apse veya hematom drenajı,required_any,L00-L99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem adı, septal apse veya hematom ile ilgili bir tanı gerektirir. Bu, ilgili ICD-10 kodlarını veya tanı gruplarını gerektirir.","İşlem adı, spesifik bir klinik durumu (septal apse/hematom) belirtir. Bu tür bir işlem, genellikle bu duruma karşılık gelen bir tanıya ihtiyaç duyar.",broad_icd10_pattern:L00-L99
02.45561,HUV::02.45561,"TME lüksasyonu (Çene Eklemi Çıkığı), kapalı redüksiyonu",review_required,,,REVIEW_REQUIRED,True,medium,"Çene eklemi çıkığı (TME lüksasyonu) ve redüksiyonu, kas-iskelet sistemi veya yaralanma/zehirlenme kategorisine giren bir tanı gerektirir. Tanı olmadan ödeme yapılamaz.","ICD-10 kodlama yönergeleri, yaralanma, zehirlenme ve dış nedenlerin sonuçları (S00-T98) ve kas-iskelet sistemi hastalıkları (M00-M99) kategorilerinin eklem yaralanmaları ve redüksiyon prosedürleri için uygun olduğunu belirtir.",broad_icd10_pattern:M00-M99; invalid_icd10_pattern:S00-S99
02.51001,HUV::02.51001,"Kardiyopulmoner resüsitasyon, erişkin",required_any,I00-I99,,REVIEW_REQUIRED,True,medium,"Kardiyopulmoner resüsitasyon, dolaşım sistemi hastalıkları (I00-I99) veya kardiyak arrest ile ilişkilidir. Bu nedenle tanı gereklidir.","ICD-10-CM resmi yönergeleri, resüsitasyonun genellikle altta yatan bir tıbbi durumun sonucu olduğunu belirtir.",broad_icd10_pattern:I00-I99
02.53721,HUV::02.53721,Torakotomi ile kardiyak masaj,required_any,I00-I99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Torakotomi ile kardiyak masaj, kardiyak arrest veya kalp yetmezliği gibi dolaşım sistemi sorunları nedeniyle yapılan acil bir işlemdir. Bu nedenle, bir tanı gereklidir.","İşlem adı ve açıklaması, kardiyak sorunlarla ilgili acil bir müdahale olduğunu gösteriyor.",broad_icd10_pattern:I00-I99
02.54401,HUV::02.54401,"Kardiyopulmoner resüsitasyon, yenidoğan",required_any,P00-P96; Z38,,REVIEW_REQUIRED,True,medium,"Kardiyopulmoner resüsitasyon, yenidoğan için tanı gereklidir. Perinatal dönem, canlı doğan bebekler veya dolaşım sistemi hastalıkları ile ilgili ICD-10 kodları uygun olabilir.","Kardiyopulmoner resüsitasyon (CPR), genellikle yaşamı tehdit eden bir durumun sonucu olarak yapılır. Yenidoğanlar, doğumla ilgili komplikasyonlar veya konjenital anormallikler nedeniyle CPR'a ihtiyaç duyabilirler. Bu nedenle, CPR'ın altınd…",broad_icd10_pattern:I00-I99
02.55761,HUV::02.55761,"Trakeostomi, perkütan/açık cerrahi, acil",required_any,J00-J99; I00-I99,,REVIEW_REQUIRED,True,medium,"Trakeostomi, acil durumlar için yapılan bir işlemdir. Genellikle solunum yetmezliği veya resüsitasyon gerektiren durumlarda uygulanır. Bu nedenle tanı gereklidir.","Acil Tip prosedür listesi, ICD-10 tanımları",broad_icd10_pattern:I00-I99; broad_icd10_pattern:J00-J99
02.68681,HUV::02.68681,Küçük eklem çıkığı kapalı redüksiyonu,required_any,S00-T98,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem, eklem çıkığı redüksiyonudur. Bu, bir yaralanma veya travma durumudur. Tanı gereklidir.",İşlem tanımı ve ICD-10 kodlama yönergeleri.,broad_icd10_pattern:S00-T98
02.69361,HUV::02.69361,Orta eklem çıkığı kapalı redüksiyonu,required_any,S00-T98,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem, eklem çıkığı redüksiyonudur. Bu, bir yaralanma veya travma sonucu oluşan bir durumdur. Bu nedenle, yaralanma veya travma ile ilgili bir tanı gereklidir.","ICD-10 kodlama yönergeleri, yaralanma ve travma için S00-T98 aralığını belirtir. Çıkıklar bu kategoriye girer.",broad_icd10_pattern:S00-T98
02.70041,HUV::02.70041,Büyük eklem çıkığı kapalı redüksiyonu,required_any,S00-T98,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Büyük eklem çıkığı redüksiyonu için, çıkık veya eklem yaralanması tanısı gereklidir. İşlem, eklem çıkığının tedavisidir.",HUV işlem tanımı ve klinik uygulama kılavuzları.,broad_icd10_pattern:S00-T98
02.71401,HUV::02.71401,Sekiz bandajı,required_any,S00-T98,,REVIEW_REQUIRED,True,medium,"Sekiz bandajı, çıkıkların kapalı redüksiyonu için kullanılan bir yöntemdir. Çıkıklar, yaralanma kategorisine girer ve ICD-10 kodlaması gerektirir.","HUV işlem listesi, ICD-10 kodlama kılavuzları, klinik uygulama kılavuzları.",broad_icd10_pattern:S00-T98
02.74801,HUV::02.74801,Ağız tabanı ve/veya dil laserasyonları onarımı,required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Ağız tabanı/dil laserasyon onarımı, yaralanma, yanık veya yara ile ilişkilidir. Tanı gereklidir.","İşlem adı ve açıklaması, yaralanma, yanık veya yara gibi klinik bağlamları içerir.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.75481,HUV::02.75481,"Apse/hematom drenajı, yüzeyel (deri/deri altı)",required_any,T20-T32,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem adı (Apse/hematom drenajı) tanısal bir durumu ima etmektedir. Bu nedenle, uygun bir tanı gereklidir.","İşlem adı, bir apse veya hematomun varlığını gösterir. Bu durumlar, ICD-10 kodları ile sınıflandırılan belirli hastalıklar veya yaralanmalarla ilişkilidir.",broad_icd10_pattern:L00-L99
02.76161,HUV::02.76161,"Apse/hematom drenajı, derin (kas/tendon/fasya altı)",required_any,T20-T32,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İşlem adı (Apse/hematom drenajı) tanısal bir durumu ima eder. Apse, hematom, yanık, yara, deri, kas, tendon gibi klinik terimler içerir. Bu nedenle bir tanı gereklidir.",İşlem adı ve klinik sinyal terimleri,broad_icd10_pattern:L00-L99; broad_icd10_pattern:M00-M99
02.76841,HUV::02.76841,"Deri kesi/laserasyonu onarımı, küçük (5 cm`den küçük), yüzeyel veya derin, bir/birçok kesi",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem, kesi/laserasyon onarımıdır. Bu, yaralanma, yanık veya deri hastalığı gibi bir tanı gerektirebilir. Tanı belirtilmezse inceleme gereklidir.","İşlem tanımı (kesi/laserasyon onarımı) yaralanma, yanık veya deri hastalığı gibi durumları ima eder.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.77521,HUV::02.77521,"Deri kesi/laserasyonu onarımı, orta (5-10 cm), yüzeyel veya derin, bir/birçok kesi",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem, kesi/laserasyon onarımını içerir. Bu, yaralanma (S00-T98), yanık (T20-T32) veya deri hastalığı (L00-L99) gibi tanıları gerektirebilir. Tanı olmadan ödeme yapılabilir ancak inceleme gerekebilir.","İşlem tanımı: Deri kesi/laserasyon onarımı. Klinik bağlamlar: Yara, yanık, deri hastalıkları.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.78201,HUV::02.78201,"Deri kesi/laserasyonu onarımı, büyük (10-20 cm), yüzeyel veya derin, bir/birçok kesi",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem, kesi/laserasyon onarımıdır. Bu, yaralanma, yanık veya deri hastalığı gibi bir tanı gerektirebilir. Tanı belirtilmezse inceleme gereklidir.",İşlem adı ve açıklaması,broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.78881,HUV::02.78881,"Deri kesi/laserasyonu onarımı, komplike (20 cm`den büyük), yüzeyel veya derin, bir/birçok kesi",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem adı, kesi/laserasyon onarımı içeriyor. Bu, yaralanma, yanık veya deri hastalığı gibi tanıları gerektirebilir. Tanı gereksinimi belirsizdir.","İşlem adı 'kesi/laserasyon onarımı' içeriyor. Bu, yaralanma, yanık veya deri hastalığı gibi tanıları gerektirebilir.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.80921,HUV::02.80921,"Kapak kesisi sütüre edilmesi, kirpikli kenar, kaş veya tars onarımı",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem adı, kesi, yanık veya yara gibi klinik bağlamları içeriyor. Bu nedenle tanı gereklidir.",İşlem adı ve klinik sinyal terimleri.,broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.83641,HUV::02.83641,"Yara pansumanı, küçük (50 cm2’den küçük)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Yara pansumanı işlemi, yara veya yanık gibi bir klinik duruma işaret eder. Bu nedenle, uygun bir tanı gereklidir.","İşlem adı 'Yara pansumanı' ve 'yanık' kelimelerini içerir. Bu, bir yaralanma veya hastalık durumunu tedavi ettiğini gösterir.",broad_icd10_pattern:L00-L99
02.84321,HUV::02.84321,"Yara pansumanı, büyük (50 cm2’den büyük)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Yara pansumanı, büyük işlemi için tanı gereklidir. Yanıklar (T20-T32) veya deri hastalıkları (L00-L99) gibi ilgili ICD-10 kodları gereklidir.","İşlem adı 'Yara pansumanı' ve 'yanık' içeriyor. Bu, bir tanı gerektiren bir tedavi işlemidir.",broad_icd10_pattern:L00-L99
02.85001,HUV::02.85001,"Yara debridmanı ve pansumanı, küçük (50 cm2’den küçük)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem adı 'Yara debridmanı ve pansumanı' olup, bu işlem genellikle bir yaralanma veya cilt rahatsızlığı (yanık, ülser, travma vb.) üzerine yapılır. Bu nedenle, tanı gereklidir.","İşlem tanımı, yaralanma veya cilt hastalığı ile ilişkilidir.",broad_icd10_pattern:L00-L99
02.85681,HUV::02.85681,"Yara debridmanı ve pansumanı, orta (50-100 cm2)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Yara debridmanı ve pansumanı, tanı gerektirir. Yanıklar (T20-T32) veya deri hastalıkları (L00-L99) gibi ilgili ICD-10 kodları gereklidir.","İşlem tanımı (yara, debridman, pansuman) tanı gerektiren bir klinik müdahaledir. Acil tip ve yara/yanık bakımı kategorisi altında.",broad_icd10_pattern:L00-L99
02.86361,HUV::02.86361,"Yara debridmanı ve pansumanı, büyük (100 cm2’den büyük) ve/veya ameliyathanede",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem, yara bakımı içerir ve 'debridman' ve 'pansuman' terimlerini kullanır. Bu, bir tanı gerektirir. 'Yanık' ve 'yara' klinik sinyalleri, T20-T32 (Yanıklar) ve L00-L99 (Deri hastalıkları) ICD-10 kod gruplarını işaret eder.",İşlem tanımı ve klinik sinyaller.,broad_icd10_pattern:L00-L99
02.87041,HUV::02.87041,"Yabancı cisim çıkarılması, yüzeyel (deri/deri altı)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Yabancı cisim çıkarılması işlemi, yaralanma, yanık veya deri hastalığı gibi bir tanı gerektirebilir. Tanı belirtilmezse ödeme kararı gözden geçirilebilir.","İşlem tanımı ve klinik bağlam (acil tip, yara/yanık bakımı).",broad_icd10_pattern:L00-L99; broad_icd10_pattern:S00-T98
02.87721,HUV::02.87721,"Yabancı cisim çıkarılması, derin (kas/tendon/fasya altı)",required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"Yabancı cisim çıkarılması işlemi, yaralanma, yanık veya deri/kas/tendon sorunları gibi tanıları gerektirebilir. Tanı olmadan ödeme yapılabilir ancak inceleme gerekebilir.","İşlem tanımı (yabancı cisim çıkarılması) ve uygulama yeri (derin, kas/tendon/fasya altı) potansiyel tanıları işaret ediyor.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:M00-M99; broad_icd10_pattern:S00-T98
02.88401,HUV::02.88401,Kanayan küçük arter/ven bağlanması,required_any,T20-T32,,REVIEW_REQUIRED,True,medium,"İşlem, arter/ven kanaması için yapılıyor; bu durum genellikle travma, yanık veya altta yatan vasküler/deri hastalığı ile ilişkilidir. Bu nedenle tanı gereklidir.","İşlem adı ve klinik sinyaller (arter, ven, yanık, yara).",broad_icd10_pattern:I00-I99; broad_icd10_pattern:L00-L99
02.93161,HUV::02.93161,Konjonktivadan yabancı cisim çıkarılması,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, konjonktivadan yabancı cisim çıkarma işlemidir. Bu işlem, tanıdan bağımsız olarak uygulanabilen bir prosedürdür.","İşlem adı, yabancı cisim çıkarma işlemini tanımlamaktadır. Bu tür işlemler genellikle acil durumlarda veya tanısal olmayan nedenlerle gerçekleştirilebilir.",clinical_anchor_but_not_required
02.93841,HUV::02.93841,Korneadan yabancı cisim çıkarılması,review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, yalnızca uygulama yolu/teknik tanımlamaktadır; tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",clinical_anchor_but_not_required
02.96561,HUV::02.96561,Tüp torakostomi (kapalı sualtı drenajı),required_any,J00-J99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Tüp torakostomi, akciğer veya plevra ile ilgili bir durumun tedavisidir. Bu nedenle, solunum sistemi hastalığı (J00-J99) gibi ilgili bir tanı gereklidir.",ICD-10-PCS prosedür açıklaması ve klinik uygulama kılavuzları.,broad_icd10_pattern:J00-J99
02.97921,HUV::02.97921,Torasentez,required_any,J00-J99,,REVIEW_REQUIRED,True,medium,"Torasentez, altta yatan solunum sistemi hastalığının (örneğin, pnömoni, plevral efüzyon) tedavisi için yapılır. Tanı gereklidir.","ICD-10 kodlama yönergeleri, torasentez gibi prosedürlerin genellikle altta yatan bir tanıya sahip olması gerektiğini belirtir.",broad_icd10_pattern:J00-J99
02.99281,HUV::02.99281,Travmaya odaklı abdominal US,required_any,S00-T98,,REVIEW_REQUIRED,True,medium,"Travmaya odaklı abdominal US, travma ile ilişkili olası iç yaralanmaları değerlendirmek için yapılır. Travma tanısı gereklidir.","İşlem adı 'Travmaya odaklı abdominal US' olarak belirtilmiştir. Bu, travma bağlamında kullanılması gerektiğini gösterir.",broad_icd10_pattern:S00-T98
03.05288,HUV::03.05288,Kardiyoversiyon,review_required,,,REVIEW_REQUIRED,True,medium,"Kardiyoversiyon, kalp ritim bozuklukları veya yapısal kalp hastalıkları gibi kardiyak durumlar için endikedir. Bu nedenle, uygun bir kardiyak tanı gereklidir.","Kardiyoversiyon, genellikle aritmi veya yapısal kalp hastalığı gibi altta yatan bir kardiyak durumun tedavisidir. Bu nedenle, tanı gereklidir.",invalid_icd10_pattern:I40-I51
03.05599,HUV::03.05599,"Kardiyopulmoner resüsitasyon, erişkin",required_any,I00-I99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Kardiyopulmoner resüsitasyon, dolaşım sistemi hastalıkları (I00-I99) veya kardiyak arrest ile ilişkilidir. Bu nedenle tanı gereklidir.","İşlem tanımı, kardiyopulmoner resüsitasyonun acil bir durum olduğunu ve genellikle dolaşım sistemi sorunları veya kardiyak arrest ile ilişkili olduğunu gösterir.",broad_icd10_pattern:I00-I99
03.06065,HUV::03.06065,"Kardiyopulmoner resüsitasyon, defibrilasyon ile",required_any,I00-I99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Kardiyopulmoner resüsitasyon, dolaşım sistemi hastalıkları (I00-I99) veya kardiyak arrest ile ilişkilidir.","İşlem tanımı, kardiyak veya pulmoner yetmezlik gibi dolaşım sistemi sorunları için yapılan resüsitasyonları içerir.",broad_icd10_pattern:I00-I99
03.06066,HUV::03.06066,"Kardiyopulmoner resüsitasyon, yenidoğan",required_any,P00-P96; Z38,,REVIEW_REQUIRED,True,medium,"Kardiyopulmoner resüsitasyon, yenidoğan için tanı gereklidir. Perinatal dönemden kaynaklanan durumlar (P00-P96), canlı doğan bebekler (Z38) veya dolaşım sistemi hastalıkları (I00-I99) gibi ilgili ICD-10 kodları gereklidir.","HUV işlem tanımı ve klinik bağlam (yenidoğan, kardiyopulmoner resüsitasyon).",broad_icd10_pattern:I00-I99
03.18039,HUV::03.18039,"Periton diyalizi için kateter takılması, basit",review_required,,,REVIEW_REQUIRED,True,medium,"Periton diyalizi için kateter takılması, bir uygulama yolu/tekniktir ve işlem adı tanı içermemektedir.","İşlem adı, yalnızca uygulama yöntemini tanımlar.",clinical_anchor_but_not_required
03.18350,HUV::03.18350,"Trakeostomi, perkütan/açık cerrahi, acil",required_any,J00-J99,,REVIEW_REQUIRED,True,medium,"Trakeostomi, solunum yetmezliği veya üst hava yolu tıkanıklığı gibi solunum sistemi sorunları için endikedir. Tanı gereklidir.",İşlem tanımı ve klinik uygulama gereksinimleri.,broad_icd10_pattern:J00-J99
03.19283,HUV::03.19283,Torasentez,required_any,J00-J99,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"Torasentez, solunum sistemi hastalıkları (J00-J99) gibi tanıları tedavi etmek için yapılır. Bu nedenle, uygun bir tanı gereklidir.",ICD-10 kodlama yönergeleri ve klinik uygulama kılavuzları.,broad_icd10_pattern:J00-J99
03.27369,HUV::03.27369,"Kardiyak ve/veya pulmoner yetmezlikli hastada vücut dışı oksijenasyon sistemleri (ECMO, ILA, ECLA, VAD) takibi, günlük",review_required,,,REVIEW_REQUIRED,True,medium,"İşlem, kardiyak ve/veya pulmoner yetmezlikli hastaların takibini içerir. Bu durumlar için tanı gereklidir.","İşlem tanımı, kardiyak ve/veya pulmoner yetmezlikli hastaları belirtir.",invalid_icd10_pattern:I50-I99; invalid_icd10_pattern:J96-J98
03.40742,HUV::03.40742,Yüksek riskli acil grubu hastalar,required_any,S00-T98; L00-L99; M00-M99,,REVIEW_REQUIRED,True,medium,"Yüksek riskli acil grup tanısı gerektirir; travma, yaralanma, yara gibi durumlar söz konusu olabilir. Spesifik tanı gereksinimi belirsizdir.","HUV tanımında acil durumlar (travma, yaralanma, vb.) belirtilir ve bu durumlar tanı gerektirebilir.",broad_icd10_pattern:L00-L99; broad_icd10_pattern:M00-M99; broad_icd10_pattern:S00-T98
03.51005,HUV::03.51005,Fasiyal sinir bloğu,review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,Fasiyal sinir bloğu,json_parse_fallback
03.52871,HUV::03.52871,Servikal/brakiyal/aksiller pleksus bloğu,review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,Servikal/brakiyal/aksiller pleksus bloğu,json_parse_fallback
03.56292,HUV::03.56292,"İnterkostal sinir bloğu, tek sinir",required_any,M54.*; M60.*; M61.*; M62.*; M63.*; M65.*; M66.*; M67.*; M68.*; M70.*; M71.*; M72.*; M73.*; M75.*; M76.*; M77.*; M79.*; M80.*; M81.*; M82.*; M83.*; M84.*; M85.*; M86.*; M87.*; M88.*; M89.*; M90.*; M91.*; M92.*; M93.*; M94.*; M95.*; M96.*; M99.*,,NOT_PAYABLE_BY_DIAGNOSIS,True,medium,"İnterkostal sinir bloğu, ağrı tedavisinde kullanılan bir yöntemdir. Ağrı, çeşitli kas-iskelet sistemi hastalıkları, yaralanmalar veya diğer nedenlerle ilişkili olabilir. Bu nedenle, işlem için tanı gereklidir.",İşlem tanımı ve ağrı tedavisinin doğası.,invalid_icd10_pattern:M55.*; invalid_icd10_pattern:M56.*; invalid_icd10_pattern:M57.*; invalid_icd10_pattern:M58.*; invalid_icd10_pattern:M59.*; invalid_icd10_pattern:M64.*; invalid_icd10_pattern:M69.*; invalid_icd10_pattern:M74.*; invalid_icd10_pattern:M78.*; invalid_icd10_pattern:M97.*; invalid_icd10_pattern:M98.*
03.58469,HUV::03.58469,Radyal/ulnar/medial sinir bloğu,review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,Radyal/ulnar/medial sinir bloğu,json_parse_fallback
03.60646,HUV::03.60646,Uzun süreli siyatik sinir bloğu+kateter yerleştirilmesi,review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,Uzun süreli siyatik sinir bloğu+kateter yerleştirilmesi,json_parse_fallback
03.78995,HUV::03.78995,Sakral DRG-RFT,review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,Sakral DRG-RFT,json_parse_fallback
03.89880,HUV::03.89880,"Vertebroplasti/kifoplasti (servikal/torakal/lomber), tek seviye",review_required,,,REVIEW_REQUIRED,True,low,MedGemma JSON yanıtı otomatik parse/onarım aşamasında güvenilir biçimde çözümlenemedi; uzman incelemesi gerekli.,"Vertebroplasti/kifoplasti (servikal/torakal/lomber), tek seviye",json_parse_fallback
