huv_code,procedure_key,procedure_name,diagnosis_policy,required_icd10_patterns,excluded_icd10_patterns,decision_if_missing,review_required,confidence,reason,source_evidence,quality_flags
02.05441,HUV::02.05441,İntravenöz (İV) sıvı infüzyonu,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntravenöz (İV) sıvı infüzyonu, yatan hasta günlük tedavi ve takip hizmeti kapsamında olup, ek işlem olarak değerlendirilmez. Tanı gerektirmez.",HUV işlem tanımı,
02.06121,HUV::02.06121,"İntravenöz (İV damar yolu açılması) kanülasyon/kateterizasyon, periferik",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntravenöz kanülasyon/kateterizasyon, periferik, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve belirli bir tanı gerektirmez.",İşlem tanısı gerektirmeyen bir uygulama yoludur.,
02.06461,HUV::02.06461,"İntravenöz (İV damar yolu açılması) kanülasyon/kateterizasyon, periferik, yenidoğan",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntravenöz kanülasyon/kateterizasyon, periferik, yenidoğan işlemi, uygulama yolu/teknik olup tanı gerektirmez.","İşlem tanısı içermez, sadece bir uygulama yöntemidir.",
02.06801,HUV::02.06801,"Periferik venöz kateterizasyon+basınç ölçümü ve takibi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Periferik venöz kateterizasyon ve basınç ölçümü/takibi, uygulama yolu/teknik odaklı bir işlemdir; tanı gerektirmez.","İşlem tanısı, uygulama tekniği ile ilgilidir.",
02.07481,HUV::02.07481,"Vital fonksiyonların monitörizasyonu ve takibi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Vital fonksiyonların takibi, yatan hastaların günlük tedavisinin bir parçasıdır ve ek işlem olarak değerlendirilmez.",İşlem notu,
02.08161,HUV::02.08161,"Kan gazları ve elektrolit (pH, pCO2, pO2, O2 satürasyonu, HCO3, Na, K, Cl, Laktat) ölçümü ve takibi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, tanıdan bağımsız bir ölçümdür ve uygulama yolu/tekniği ifade eder.","İşlem tanımı, tanıya bağlı olmadan uygulanabileceğini belirtir.",
02.08841,HUV::02.08841,Kan/kan ürünleri transfüzyonu,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Kan transfüzyonu, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.",Uygulama yolu/teknik işlemler genellikle tanı gerektirmez.,
02.09521,HUV::02.09521,"Cross match kontrolü, hastabaşı, acil",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, hastabaşı yapılan bir kontrol işlemidir ve tanıya bağlı değildir.","İşlem tanımı, tanısal bir prosedür değil, uygulama yolu/teknik belirtmektedir.",
02.10201,HUV::02.10201,Buhar tedavisi,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Buhar tedavisi, uygulama yolu/teknik olarak tanımlanır ve spesifik bir tanı gerektirmez.","İşlem adı, yalnızca bir uygulama yöntemini belirtir.",
02.10881,HUV::02.10881,"Nebülizör ile ilaç uygulaması, oksijen ile birlikte, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, uygulandığı (tüm) servislerde yatan hasta günlük tedavi ve takibi kapsamındadır, ek işlem olarak değerlendirilmez. Yalnız, yatan hasta günlük tedavi ve takibi yapılmayan hastada uygulanması halinde liste birimi ile ücretlendirilir.",HUV İşlem Tanımları,
02.11561,HUV::02.11561,"Oksijen inhalasyon tedavisi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, uygulandığı tüm servislerde günlük yatan hasta takibi kapsamındadır, ek işlem olarak değerlendirilmez. Yalnız, günlük hasta takibi olmayan hastalarda uygulanması halinde liste birimi ile değerlendirilir.",HUV İşlem Tanımları,
02.12241,HUV::02.12241,"Pulse oksimetre ile O2 satürasyonu takibi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, uygulandığı tüm servislerde yatan hasta günlük takibi kapsamındadır, ek işlem olarak değerlendirilmez. Yalnız, günlük yatan hasta takibi olmayan hastalarda uygulanması halinde liste birimi ile değerlendirilir.",İşlem tanımı,
02.12921,HUV::02.12921,"İnfiltrasyon anestezisi, yüzeyel (deri/deri altı) veya 25cm2’den küçük alanda",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, yüzeyel bir alana infiltrasyon anestezisi uygulamasıdır. Uygulama yolu/teknik odaklıdır ve belirli bir klinik duruma işaret etmez.","İnfiltrasyon anestezisi, genellikle tanısal veya tedavi edici bir işlemle ilişkili olmaksızın, lokal bir ağrı giderme veya rahatlık sağlama amacıyla kullanılır.",
02.13601,HUV::02.13601,"İnfiltrasyon anestezisi, derin (kas/tendon/fasya altı) veya 25cm2’den büyük alanda",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İnfiltrasyon anestezisi, uygulama yolu/teknik odaklı bir işlemdir; tanı gerektirmez.","İşlem adı sadece uygulama yöntemini belirtir, altta yatan bir klinik durumu değil.",
02.14961,HUV::02.14961,Lavman,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Lavman, bir uygulama yolu/teknik olup, belirli bir klinik bağlam gerektirmez.","İşlem adı, yalnızca uygulama yöntemini belirtir ve tanı gerektirmez.",
02.15641,HUV::02.15641,Nazogastrik sonda/beslenme tüpü takılması,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Nazogastrik sonda takılması, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem tanısı, yalnızca uygulama yolu/teknik ise diagnosis_policy=not_required.",
02.16321,HUV::02.16321,Gastrik lavaj (mide yıkama),required_any,T36-T50; T51-T65,,REVIEW_REQUIRED,False,high,"Gastrik lavaj, zehirlenme veya toksik etki durumlarında endikedir. Tanı gereklidir.",İşlem tanımı ve yaygın klinik uygulama.,
02.17001,HUV::02.17001,Mide-safra tubajı,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Mide-safra tubajı, bir uygulama yolu/tekniktir ve tanı gerektirmez.","İşlem adı, tanısal bir durum veya klinik bağlam belirtmemektedir.",
02.17681,HUV::02.17681,Sengstaken-Blackmoore tüpü takılması,required_any,I85; K92.2,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Sengstaken-Blackmoore tüpü, özofagus varis kanaması veya diğer gastrointestinal kanamalar için kullanılır. Bu nedenle, ilgili tanı gereklidir.","İşlem adı ve açıklaması, özofagus varisleri (I85) veya tanımlanmamış gastrointestinal kanama (K92.2) gibi tanıları ima etmektedir.",
02.18361,HUV::02.18361,Parasentez,required_any,R18.*,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Parasentez, asit varlığı ile ilişkilidir. Bu nedenle, asit ile ilgili bir tanı gereklidir.",İşlem tanımı ve klinik uygulama.,
02.19041,HUV::02.19041,"Periton lavajı, tanısal",required_any,K65; K65.*,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Periton lavajı, peritonit gibi karın içi iltihabi durumların tanısı ve tedavisinde kullanılır. Bu nedenle, peritonit veya ilgili bir tanı gereklidir.","Periton lavajı, genellikle karın ağrısı, şüpheli peritonit veya diğer intra-abdominal enfeksiyon/iltihap durumlarında yapılır. Tanısal bir işlem olup, altta yatan bir klinik durumun varlığını gerektirir.",
02.19721,HUV::02.19721,Perianal apse drenajı,required_any,K61.*,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Perianal apse drenajı, perianal bölgedeki bir enfeksiyon olan apsenin tedavisi için yapılır. Bu nedenle, anal ve rektal bölge apsesi (K61) gibi ilgili bir tanı gereklidir.",ICD-10 kodlama yönergeleri ve tıbbi uygulamalar.,
02.21761,HUV::02.21761,Fimozis açılması,required_any,N47,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Fimozis açılması işlemi, fimozis tanısı gerektirir. Fimozis, ICD-10 kodu N47 ile temsil edilir.","ICD-10-CM Tanımlama Kılavuzu, N47 kodunun tanımında 'Prepisyum fazlalığı, fimozis ve parafimozis' belirtir.",
02.22441,HUV::02.22441,Parafimozis redüksiyonu,required_any,N47,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Parafimozis redüksiyonu, parafimozis tanısı gerektirir.","İşlem adı, tanısal bir durum olan parafimozis ile ilgilidir.",
02.23121,HUV::02.23121,Mesane sondası takılması,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Mesane sondası takılması, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem adı, tanısal bir durum belirtmemektedir.",
02.23801,HUV::02.23801,"Mesane ponksiyonu, suprapubik",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Mesane ponksiyonu, suprapubik, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir; tanı gerektirmez.",İşlem adı tanısal bir durum belirtmemektedir.,
02.24481,HUV::02.24481,"Sistostomi, perkütan",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Sistostomi, perkütan işlemi, bir tanıdan bağımsız olarak uygulanan bir prosedürdür. Uygulama yolu/teknik tanımlamasıdır.","İşlem adı, tanısal bir durum veya klinik bağlam belirtmemektedir.",
02.25841,HUV::02.25841,Spontan vajinal doğum,required_any,O80; Z37.*,,REVIEW_REQUIRED,False,high,"Spontan vajinal doğum işlemi, gebelik, doğum veya doğum sonrası dönemle ilgili tanı gerektirir. Bu, doğumun sağlıklı bir şekilde gerçekleştiğini veya doğumla ilgili komplikasyonları doğrulamak için gereklidir.","ICD-10 kodları O80 (Tek spontan doğum) ve Z37 (Doğumun sonucu), doğumun kendisiyle doğrudan ilişkilidir. Bu kodlar, doğumun türünü ve sonucunu belirtmek için kullanılır.",
02.27201,HUV::02.27201,Arteryel ponksiyon/kan alma,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, bir uygulama yolu/teknik olup, belirli bir klinik bağlam içermemektedir.","İşlem adı 'Arteryel ponksiyon/kan alma' olup, tanısal bir prosedür olmaktan ziyade bir uygulama yöntemidir.",
02.27881,HUV::02.27881,İntraarteryel kanülasyon/kateterizasyon,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntraarteryel kanülasyon/kateterizasyon, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem adı, yalnızca bir uygulama yöntemini tanımlar.",
02.28561,HUV::02.28561,İntraarteryel kanülasyon+basınç ölçümü ve takibi,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntraarteryel kanülasyon ve basınç ölçümü/takibi, bir tanıdan bağımsız olarak uygulanan bir işlemdir. Uygulama yolu/tekniktir.","İşlem tanımı, kateterizasyon uygulaması ve devamında yapılan intraarteryel basınç (İAB) ölçümü ve takibini kapsar. İlk 24 saatten sonra İAB takibi devam ederse, işlem günlük İAB takibi olarak değerlendirilir.",
02.29241,HUV::02.29241,"İntraarteryel basınç (İAB) takibi, günlük",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İntraarteryel basınç (İAB) takibi, bir uygulama yolu/teknik olup, bir tanıya bağlı değildir. Uygulama, PACU, reanimasyon ve tüm yoğun bakım servislerinde günlük hasta takibi kapsamındadır, ek işlem olarak değerlendirilmez.",HUV işlem tanımı ve notu,
02.30261,HUV::02.30261,"Elektrokardiyogram (12 derivasyonlu, sadece EKG trase çekimi)",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Elektrokardiyogram (EKG) çekimi, bir tanısal prosedür olmasına rağmen, genellikle bir tanıya eşlik eder veya bir tanısal değerlendirmenin parçasıdır. Ancak, işlem adı yalnızca EKG çekimini belirtir ve uygulama yolu/teknik olarak kabul edil…","İşlem adı, yalnızca EKG çekimini tanımlar; tanısal bir durum belirtmez.",
02.30601,HUV::02.30601,Kardiyoversiyon,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Kardiyoversiyon, bir prosedürdür (uygulama yolu/teknik) ve tanı gerektirmez.","İşlem adı, yalnızca bir uygulama yolu/teknik belirtir, bir tanı durumu belirtmez.",
02.31961,HUV::02.31961,"Santral ven kateterizasyonu, perkütan, juguler veya subklavyan venden",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, uygulama yolu/teknik tanımlamasıdır ve spesifik bir klinik bağlam içermemektedir.",İşlem adı sadece bir uygulama yöntemini belirtir.,
02.32641,HUV::02.32641,"Santral ven kateterizasyonu, perkütan, femoral venden",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Santral ven kateterizasyonu, perkütan, femoral venden, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve belirli bir klinik bağlam içermez.","İşlem adı, tanı gerektirmeyen bir uygulama yolu/teknik olduğunu gösterir.",
02.33321,HUV::02.33321,"Santral ven kateterizasyonu, perkütan, periferik venden",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Santral ven kateterizasyonu, perkütan, periferik venden, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve belirli bir klinik bağlam içermez.",İşlem adı ve tanımı.,
02.34681,HUV::02.34681,Cut-down (vena seksiyonu),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,İşlem yalnızca uygulama yolu/teknik tanımlamaktadır.,"İşlem adı, tanısal bir durum belirtmemektedir.",
02.35361,HUV::02.35361,Hemodiyaliz/periton diyalizi için kateter takılması,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, hemodiyaliz veya periton diyalizi için kateter takılmasıdır. Bu, bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem adı, tanısal bir prosedür değil, bir uygulama yöntemini belirtir.",
02.36721,HUV::02.36721,Geçici kalp pili elektrotunun yeniden yerleştirilmesi (her bir uygulama),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, geçici bir kalp pili elektrotunun yeniden yerleştirilmesidir. Bu, bir cihazın yerleştirilmesi veya yeniden konumlandırılması işlemidir ve belirli bir tanıya bağlı değildir.","İşlem tanımı, bir uygulama yolu/teknik olduğunu gösterir.",
02.38761,HUV::02.38761,Larengeal superior/rekürens sinir bloğu,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, uygulama yolu/teknik olarak tanımlanır ve spesifik bir tanı gerektirmez.","İşlem adı, yalnızca bir uygulama yöntemini belirtir (sinir bloğu).",
02.39441,HUV::02.39441,"Burun mukozası/kanaması koterizasyonu, tek/iki taraflı, poliklinikte (muayene dahil)",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, burun mukozasındaki kanamayı koterize etmek için kullanılan bir uygulamadır. Bu, tanıdan bağımsız bir işlemdir.","İşlem adı, uygulanan tekniği tanımlar, altta yatan bir klinik durumu değil.",
02.40121,HUV::02.40121,"Burun tamponu, arka",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Burun tamponu uygulaması, tanıdan bağımsız bir işlemdir. Uygulama yolu/teknik olarak tanımlanır.","İşlem adı, uygulanan tekniği belirtir, altta yatan bir klinik durumu değil.",
02.40801,HUV::02.40801,"Burun tamponu, ön",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Burun tamponu, ön işlemi, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve belirli bir klinik bağlam gerektirmez.","İşlem adı, tanısal bir durum veya patoloji belirtmemektedir.",
02.42161,HUV::02.42161,"Buşon (lavaj ve manipülasyon), tek/iki kulak için",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Bu işlem, kulak kanalının temizlenmesi için uygulanan bir prosedürdür. Uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem tanımı, tanısal bir durum belirtmemektedir.",
02.43521,HUV::02.43521,"Nazal fraktür onarımı, kapalı",required_any,S01.*,,NOT_PAYABLE_BY_DIAGNOSIS,False,high,"Nazal fraktür onarımı, bir tanı gerektirir. Fraktürün varlığı, prosedürün gerekçesi ve uygunluğudur.","ICD-10 kodlama yönergeleri, cerrahi prosedürlerin uygunluğunu belirlemek için tanı gerektirdiğini belirtir. Nazal fraktür onarımı, spesifik bir fraktür tanısı gerektirir.",
02.44201,HUV::02.44201,Nazal mukoza+cilt infiltrasyon anestezisi,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, yalnızca uygulama yolu/teknik tanımlamaktadır ve spesifik bir klinik bağlam içermemektedir.","İşlem adı 'Nazal mukoza+cilt infiltrasyon anestezisi' olup, bir tanıya işaret etmemektedir.",
02.46241,HUV::02.46241,"Larengoskopi, direkt",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Larengoskopi, direkt, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir ve tanı gerektirmez.",İşlem adı tanısal bir durum belirtmemektedir.,
02.46921,HUV::02.46921,"Larengoskopi, fleksibl fiberoptik ile muayene",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Larengoskopi, fleksibl fiberoptik ile muayene, tanısal bir işlem olup, uygulama yolu/teknik olarak tanımlanır. Klinik bir tanıya veya duruma bağlı değildir.","İşlem tanımı, tanısal bir prosedür olduğunu belirtir.",
02.48281,HUV::02.48281,"Supraglottik hava yolu araçları uygulaması (LMA, kombi tüp vb)",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Supraglottik hava yolu araçları uygulaması (LMA, kombi tüp vb.) yalnızca uygulama yolu/tekniktir; tanı gerektirmez.","İşlem adı, tanısal bir durum veya klinik bağlam belirtmemektedir.",
02.48961,HUV::02.48961,"Endotrakeal entübasyon, ameliyathanede",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Endotrakeal entübasyon, ameliyathanede, yalnızca bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.","İşlem adı, tanısal bir durum belirtmez.",
02.49641,HUV::02.49641,"Endotrakeal entübasyon, ameliyathane dışında",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Endotrakeal entübasyon, ameliyathane dışında, yalnızca bir uygulama yolu/tekniktir ve belirli bir tanıya bağlı değildir.",İşlem tanısı gerektirmez; yalnızca bir prosedürdür.,
02.50321,HUV::02.50321,"Endotrakeal entübasyon, yenidoğan",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Endotrakeal entübasyon, yenidoğan, yalnızca uygulama yolu/teknik.",İşlem adı tanı içermiyor.,
02.51681,HUV::02.51681,"Kardiyopulmoner resüsitasyon, defibrilasyon ile",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Kardiyopulmoner resüsitasyon (CPR) ve defibrilasyon, acil bir durum müdahalesidir ve genellikle belirli bir tanıya bağlı değildir. Uygulama yolu/tekniktir.","CPR ve defibrilasyon, tanıdan bağımsız olarak uygulanan acil prosedürlerdir.",
02.52361,HUV::02.52361,Nazal entübasyon,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Nazal entübasyon, yalnızca uygulama yolu/teknik olan bir işlemdir; tanı gerektirmez.","İşlem adı, tanısal bir durum belirtmemektedir.",
02.53041,HUV::02.53041,Torakotomi,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Torakotomi, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir; tanı gerektirmez.",İşlem adı tanısal bir durum belirtmemektedir.,
02.55081,HUV::02.55081,"Trakeostomi, perkütan/açık cerrahi, planlı",not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Trakeostomi, perkütan/açık cerrahi, planlı, yalnızca uygulama yolu/teknik tanımlayan bir işlemdir; tanı gerektirmez.",İşlem adı tanısal bir durum belirtmemektedir.,
02.56441,HUV::02.56441,Endotrakeal tüp veya trakeostomi kanülü değişimi,not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, endotrakeal tüp veya trakeostomi kanülü değişimi olup, yalnızca uygulama yolu/tekniktir ve belirli bir klinik bağlam gerektirmez.","İşlem tanısı, yalnızca uygulama tekniği olduğu durumlarda tanı gerektirmez.",
02.57801,HUV::02.57801,Alçı çıkarma (parmak alçısı/ateli hariç),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Alçı çıkarma işlemi, tanıdan bağımsız bir uygulamadır. Herhangi bir tanı gerektirmez.","İşlem tanımı, sadece alçıyı çıkarma eylemini tanımlar; altta yatan bir klinik durumu belirtmez.",
02.58481,HUV::02.58481,Kısa bacak alçı (diz altı),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, tanıdan bağımsız bir uygulama yolu/tekniktir (alçı uygulaması).",İşlem tanımı ve notu.,
02.59161,HUV::02.59161,Kısa bacak atel (diz altı),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"Kısa bacak ateli (diz altı) uygulaması, tanıdan bağımsız bir uygulamadır. Klinik bir durum veya tanı gerektirmez.",İşlem tanımı ve uygulama yolu.,
02.59841,HUV::02.59841,Kısa kol alçı (dirsek altı),not_required,,,NO_DIAGNOSIS_REQUIREMENT,False,high,"İşlem, kırık veya çıkık gibi bir tanıya bağlı olmayan bir uygulama yolu/tekniktir.","İşlem tanımı, tanıdan bağımsız bir uygulama yolu/teknik olduğunu gösterir.",
