huvCode,huvName,coverageStatus,proposalCount,signalCount,crosswalkCount,diagnosisPolicy,diagnosisReviewRequired,unsupportedSignalCount,aiRescueEligible
11.05305,"Ön segment tomografisi, yarık ışıklı kornea ve ön segment analiz sistemleri ile",proposed,1,3,1,review_required,True,2,False
11.05713,Ultrasonik biyomikroskopi (UBM),proposed,1,2,1,review_required,True,1,False
11.06121,Ultrasonik kontakt biyometri,proposed,1,2,1,review_required,True,1,False
11.06529,Ultrasonik immersiyon biyometrisi,proposed,1,2,1,review_required,True,1,False
11.06937,Optik biyometri,proposed,1,2,1,review_required,True,1,False
11.07345,"Gonyoskopi, biyomikroskopta kontakt muayene lensi ile",diagnosis_context_only,0,0,0,review_required,True,0,True
11.07753,"OCT, SLO, NFA ve/veya diğer optik analiz sistemleri ile optik disk, makula, retinal sinir lifleri tabakası (biri veya birden fazlası)* incelemesi",proposed,1,2,1,review_required,True,1,False
11.07957,OCT Anjiyografi (OCTA),proposed,1,2,1,review_required,True,1,False
11.08059,"Fundus Tomografi ve Anjiyografisi (OCT+OCTA), ikisi birlikte",diagnosis_context_only,0,0,1,review_required,True,0,True
11.08161,"Görme alanı incelemesi, manuel veya bilgisayarlı",diagnosis_context_only,0,0,0,review_required,True,0,True
11.08569,Mikroperimetri,proposed,2,3,1,review_required,True,1,False
11.08977,Kontrast duyarlılık testi,diagnosis_context_only,0,0,0,review_required,True,0,True
11.09385,Hess perdesi incelemesi,diagnosis_context_only,0,0,0,review_required,True,0,True
11.09793,Göz küresinin A ve B taramalı kombine ultrasonografisi,proposed,1,2,1,review_required,True,1,False
11.10201,Ön kamara sıvısında kantitatif ışık yayılması ve hücre tayini,proposed,1,2,1,review_required,True,1,False
11.10609,"EOG / VEP(VER), her biri",diagnosis_context_only,0,0,0,review_required,True,0,True
11.10813,ERG (Elektroretinografi),proposed,4,5,1,review_required,True,1,True
11.10915,Mültifokal ERG (Elektroretinografi),proposed,4,5,1,review_required,True,1,True
11.11017,Videookülografi,diagnosis_context_only,0,0,1,review_required,True,0,True
11.11425,Ekzoftalmometri,diagnosis_context_only,0,0,0,review_required,True,0,True
11.11833,Renk levhaları ile renk testi,diagnosis_context_only,0,0,1,review_required,True,0,True
11.12241,Renk tonu sıralamalı renk testleri,diagnosis_context_only,0,0,1,review_required,True,0,True
11.12649,Anomoloskop ile renk testi,diagnosis_context_only,0,0,1,review_required,True,0,True
11.13057,Ameliyat öncesi potansiyel görmenin ölçülmesi (PAM),proposed,2,3,1,review_required,True,1,False
11.13465,Ön segment fotografisi,proposed,1,2,1,review_required,True,1,False
11.13873,Arka segment fundus fotografisi,proposed,1,3,1,review_required,True,2,False
11.14281,Optik disk stereo fotografisi,proposed,1,2,1,review_required,True,1,False
11.14689,Fundus otofloresan fotoğraf,proposed,1,3,1,review_required,True,2,False
11.15097,"Flöresein fundus anjiyografi (FFA) (Flöresein ilacı, enjeksiyon, siyah beyaz/renkli fundus resimleri dahil)",diagnosis_context_only,0,0,0,review_required,True,0,True
11.15505,ICG anjiyografisi (indosiyanin yeşili anjiyografisi) (ilaç dahil),diagnosis_context_only,0,0,0,review_required,True,0,True
11.15913,"Retinal damar ve kan akımı analizi, statik (anjiyografi dışı yöntemler)",signals_only,0,1,1,review_required,True,1,True
11.16321,"Retinal damar ve kan akımı analizi, dinamik (Anjiyografi dışı yöntemler)",signals_only,0,1,1,review_required,True,1,True
11.16729,"Gözyaşı testleri (Schirmer, gözyaşı kırılma, boyanma testleri tüm işlemler dahil)",diagnosis_context_only,0,0,1,review_required,True,0,True
11.16933,"IPL/YDI (intense pulsed light/yoğun darbeli ışık) Tedavisi, seansı",proposed,1,1,1,review_required,True,0,False
11.17035,"Düşük Isı Maske Tedavisi, seansı",proposed,1,1,1,review_required,True,0,False
11.17086,"IPL/YDI + Düşük Isı Maske Tedavisi, seansı",proposed,1,1,1,review_required,True,0,False
11.17137,Gözyaşı osmolaritesi tayini,proposed,1,2,1,review_required,True,1,False
11.17545,İmmünokromatografi testleri,diagnosis_context_only,0,0,1,review_required,True,0,True
11.17953,Jones boya testleri,proposed,1,3,1,review_required,True,2,False
11.18361,Kontakt lens muayene ve uygulaması; sferik optik ve kozmetik yumuşak lens,proposed,1,3,1,review_required,True,2,False
11.18769,"Kontakt lens muayene ve uygulaması; terapötik, keratokonus, pediatrik afaki, astigmatik, presbiyopik, prostetik, skleral, kombine, renk körlüğü",diagnosis_context_only,0,0,0,review_required,True,0,True
11.19177,Sitolojik/mikrobiyolojik tetkik için kornea ve oküler yüzeyden sürüntü veya debridman materyali alma,diagnosis_context_only,0,0,1,review_required,True,0,True
12.07745,"Deksametazon süpresyon testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.08229,"Kısa ACTH uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.09197,"CRH-ACTH uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.09207,Bazal Metabolizma Hız ölçümü/analizi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.09217,Oksijen tüketimi ve kronometrik metabolizma analizi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.09681,"İnsülin tolerans (hipoglisemi) testi (kortizol/GH ölçümü ile), tüm işlem",diagnosis_context_only,0,0,1,review_required,True,0,True
12.10044,"İnsülin tolerans (hipoglisemi) testi (kortizol+GH ölçümü ile), tüm işlem",diagnosis_context_only,0,0,1,review_required,True,0,True
12.10165,"Glukagon-C Peptit uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.10407,Glukagon-Katekolamin uyarı testi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.10649,"Glukagon-Kortizol uyarı testi (240 dakika), tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.10891,"Glukagon-GH uyarı testi (240 dakika), tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.11133,Klomifen testi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.11617,"Susuzluk testi (8 saatlik), tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.12101,HOMA IR İndeksi,proposed,1,1,1,review_required,True,0,False
12.12585,"LH-RH(GnRH) uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.13069,"LH / FSH uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.13553,"Klonidin-GH uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.14037,"TRH-TSH uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.14279,"TRH-PRL(prolaktin) uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.14521,"GH-RH (arjininli veya arjininsiz) uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.15005,"OGTT-GH süpresyon testi, tüm işlem",diagnosis_context_only,0,0,1,review_required,True,0,True
12.15489,"OGTT, standart (5 kan örneği ile)",diagnosis_context_only,0,0,0,review_required,True,0,True
12.15731,"OGTT, insülinli (5 kan örneği ile)",diagnosis_context_only,0,0,0,review_required,True,0,True
12.15852,"OGTT, Standart (2 kan örneği ile)",diagnosis_context_only,0,0,1,review_required,True,0,True
12.15912,"OGTT, Gebelikte 1. Basamak Tarama Testi (2 kan örneği ile)",diagnosis_context_only,0,0,0,review_required,True,0,True
12.15942,"OGTT, Gebelikte 2. Basamak Testi (4 kan örneği ile)",diagnosis_context_only,0,0,0,review_required,True,0,True
12.15973,"Uzamış OGTT, (6/7 kan örneği ile)",diagnosis_context_only,0,0,1,review_required,True,0,True
12.16215,"Uzamış OGTT, insülinli (6/7 kan örneği ile)",diagnosis_context_only,0,0,1,review_required,True,0,True
12.16457,İntravenöz glukoz tolerans testi (IVGTT),proposed,1,1,1,review_required,True,0,False
12.16941,"Pentagastrin Uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.17425,"L-Dopa - Growth Hormon (GH) uyarı testi, tüm işlem",diagnosis_context_only,0,0,0,review_required,True,0,True
12.17909,Omeprazol testi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.18393,İnsülin klemp testi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.18877,Kan şekeri ve keton ölçümü (strip ile kanda ve idrarda),diagnosis_context_only,0,0,1,review_required,True,0,True
12.19361,Tuz yükleme testi,diagnosis_context_only,0,0,1,review_required,True,0,True
12.19845,Su yükleme testi,signals_only,0,1,1,review_required,True,1,True
12.20329,İnferior petrozal sinüs örnekleme test değerlendirme,diagnosis_context_only,0,0,1,review_required,True,0,True
12.20813,İntraarteryel Ca stimülasyon testi değerlendirme,diagnosis_context_only,0,0,1,review_required,True,0,True
12.21297,Adrenal venöz örnekleme değerlendirme,diagnosis_context_only,0,0,1,review_required,True,0,True
12.33155,Helikobakter pilori üreaz testi (biyopsiden),proposed,1,2,1,review_required,True,1,False
12.57113,"Üst GİS endoskopik ultrasonografi (EUS / Endosonografi), tanısal",signals_only,0,1,1,review_required,True,1,True
12.90509,Sıvı kısıtlama testi,signals_only,0,1,1,review_required,True,1,True
12.90993,İdrar dilüsyon testi,proposed,1,3,1,review_required,True,2,False
12.98737,Renal US,diagnosis_context_only,0,0,0,review_required,True,0,True
13.01341,Vajinal akıntı incelemesi (direkt preparat),signals_only,0,1,1,required_any,False,1,True
13.08041,HG-HSG (radyoloji hariç),signals_only,0,1,1,review_required,True,1,True
13.10721,Histerosonografi (Salin İnfüzyon Sonografi),diagnosis_context_only,0,0,1,review_required,True,0,True
13.11056,"Jinekolojik muayene, US eşliğinde",proposed,1,2,1,review_required,True,1,False
13.11391,"Jinekolojik muayene, Doppler US eşliğinde",proposed,2,3,1,review_required,True,1,False
13.11726,"Obstetrik muayene, US eşliğinde",proposed,2,3,1,review_required,True,0,False
13.35511,Ped testi,diagnosis_context_only,0,0,1,review_required,True,0,True
13.35846,Stres testi+Q tip test,proposed,1,2,1,review_required,True,0,False
13.62646,NST (non-stres test),diagnosis_context_only,0,0,0,review_required,True,0,True
13.62981,Oksitosin yükleme testi (OCT),diagnosis_context_only,0,0,1,review_required,True,0,True
13.63316,İntrapartum fetal monitorizasyon,diagnosis_context_only,0,0,1,review_required,True,0,True
13.72026,"Obstetrik US (12 hafta üzeri, tek gebelik)",diagnosis_context_only,0,0,0,review_required,True,0,True
13.72361,"Obstetrik US (12 hafta üzeri, çoğul gebelik, her fetus için)",proposed,1,2,1,review_required,True,0,False
13.72696,"Obstetrik US+Doppler inceleme (12 hafta üzeri, tek gebelik)",proposed,1,2,1,review_required,True,0,False
13.73031,"Obstetrik US+Doppler inceleme (12 hafta üzeri çoğul gebelik, her fetus için)",proposed,1,2,1,review_required,True,0,False
13.73366,"Obstetrik US ile detaylı anomali taraması (12 hafta üzeri, tek gebelik, vajinal ve/veya abdominal)",proposed,1,2,1,review_required,True,0,False
